id,brand,title,slug,category,subcategory,imageCount,availableLocalSlugMatches,needsExternalImages,colors,hasColorVariant,imageSource,imageSourceUrl
"prod_protective_extra_108","Bauer","BAUER Vapor Hyperlite 2 Helmet Senior","bauer-vapor-hyperlite-2-helmet-senior","Protective","Helmets","4","4","true","Black|Navy|Red","true","The Hockey Shop product page","https://www.thehockeyshop.com/products/bauer-vapor-hyperlite2-hockey-helmet"
"prod_protective_extra_109","CCM","CCM Tacks 720 Hockey Helmet","ccm-jetspeed-ft6-pro-helmet-senior","Protective","Helmets","2","2","true","Black|Navy|Red","true","thehockeyshop.com product page","https://www.thehockeyshop.com/products/ccm-tacks-720-hockey-helmet"
"prod_protective_extra_110","Warrior","Warrior Covert QR5 Pro Gloves Senior","warrior-covert-qr5-pro-gloves-senior","Protective","Hockey Gloves","4","4","true","Black|Navy|Red","true","The Hockey Shop product page","https://www.thehockeyshop.com/products/warrior-covert-qr7-senior-hockey-gloves"
"prod_protective_extra_111","Bauer","BAUER Supreme M5 Pro Gloves Senior","bauer-supreme-m5-pro-gloves-senior","Protective","Hockey Gloves","4","4","true","Black|Navy|Red","true","The Hockey Shop product page","https://www.thehockeyshop.com/products/bauer-supreme-m5-pro-senior-hockey-gloves"
"prod_protective_extra_112","CCM","CCM Tacks AS-V Pro Shoulder Pads Senior","ccm-tacks-as-v-pro-shoulder-pads-senior","Protective","Shoulder Pads","4","4","true","Black|Navy|Red","true","The Hockey Shop product page","https://www.thehockeyshop.com/products/ccm-tacks-xr-pro-senior-hockey-shoulder-pads"
"prod_protective_extra_113","Bauer","BAUER Vapor 3X Pro Shin Guards Senior","bauer-vapor-3x-pro-shin-guards-senior","Protective","Shin Guards","4","4","true","Black|Navy|Red","true","The Hockey Shop product page","https://www.thehockeyshop.com/products/bauer-vapor-flypro-senior-hockey-shin-guards"
"prod_protective_extra_114","Warrior","Warrior Alpha LX Pro Elbow Pads Senior","warrior-alpha-lx-pro-elbow-pads-senior","Protective","Elbow Pads","4","4","true","Black|Navy|Red","true","The Hockey Shop product page","https://www.thehockeyshop.com/products/warrior-alpha-pro-junior-hockey-elbow-pads"
"prod_protective_extra_115","CCM","CCM Jetspeed FT6 Pro Pants Senior","ccm-jetspeed-ft6-pro-pants-senior","Protective","Hockey Pants","4","4","true","Black|Navy|Red","true","The Hockey Shop product page","https://www.thehockeyshop.com/products/ccm-jetspeed-pro-senior-hockey-pants"
"prod_goalie_extra_116","Bauer","BAUER Vapor Hyperlite 2 Goalie Catcher Senior","bauer-vapor-hyperlite-2-goalie-catcher-senior","Goalie","Goalie Gloves","1","1","true","White|White/Black|White/Navy","true","The Hockey Shop product page","https://www.thehockeyshop.com/products/bauer-vapor-hyperlite-custom-goalie-catcher"
"prod_goalie_extra_117","CCM","CCM EFLEX 6.9 Goalie Pads Senior","ccm-eflex-6-9-goalie-pads-senior","Goalie","Goalie Pads","2","2","true","White|White/Black|White/Navy","true","The Hockey Shop product page","https://www.thehockeyshop.com/products/ccm-extreme-flex-e6-9-senior-goalie-leg-pads-sdc"
"prod_goalie_extra_118","Warrior","Warrior Ritual G6 E+ Goalie Pads Senior","warrior-ritual-g6-e-goalie-pads-senior","Goalie","Goalie Pads","2","2","true","White|White/Black|White/Navy","true","The Hockey Shop product page","https://www.thehockeyshop.com/products/warrior-g7-senior-goalie-leg-pads"
"prod_goalie_extra_119","Bauer","BAUER Supreme M5 Pro Goalie Chest Protector Senior","bauer-supreme-m5-pro-goalie-chest-protector-senior","Goalie","Goalie Chest Protectors","4","4","true","White|White/Black|White/Navy","true","The Hockey Shop product page","https://www.thehockeyshop.com/products/bauer-supreme-fuse-senior-chest-arm-protector"
"prod_goalie_extra_120","Warrior","Warrior Ritual F2 E+ Goalie Mask Senior","warrior-ritual-f2-e-goalie-mask-senior","Goalie","Goalie Masks","4","4","true","White|White/Black|White/Navy","true","The Hockey Shop product page","https://www.thehockeyshop.com/products/warrior-ritual-f2-e-senior-goalie-mask-1"
"prod_figure_extra_121","Jackson","Jackson Ultima Freestyle Aspire Figure Skates","jackson-ultima-freestyle-aspire-figure-skates","Skates","Figure Skates","3","3","true","","false","Jackson Ultima official product page","https://jacksonultima.com/products/freestyle-2190"
"prod_figure_extra_122","Jackson","Jackson Ultima Competitor DJ2470 Figure Skates","jackson-ultima-competitor-dj2470-figure-skates","Skates","Figure Skates","3","3","true","","false","Jackson Ultima official product page","https://jacksonultima.com/products/premiere-2850"
"prod_figure_extra_123","Edea","Edea Brio Ice Skates","edea-brio-figure-skating-boot","Skates","Figure Boots","3","3","true","","false","Figure Skating Store product page","https://figureskatingstore.com/edea-brio-ice-skates/"
"prod_figure_extra_124","Edea","Edea Motivo Figure Skating Boot","edea-motivo-figure-skating-boot","Skates","Figure Boots","3","3","true","","false","Skates US product page","https://skatesus.com/product/edea-motivo-figure-roller-skate-boot/"
"prod_figure_extra_125","Jackson","Jackson Ultima Elle JS2131 Figure Skates Youth","jackson-ultima-elle-js2131-figure-skates-youth","Skates","Figure Skates","3","3","true","","false","Jackson Ultima official product page","https://jacksonultima.com/products/elle-2130"
"prod_figure_extra_126","Jackson","Jackson Ultima SoftSkate JS180 Figure Skates","jackson-ultima-softskate-js180-figure-skates","Skates","Figure Skates","3","3","true","","false","Jackson Ultima official product page","https://jacksonultima.com/products/softec-vista"
"prod_figacc_extra_127","Jackson","Jackson Ultima Mirage Figure Blade","jackson-ultima-mirage-figure-blade","Accessories","Figure Blades","1","1","true","","false","Jackson Ultima official product page","https://jacksonultima.com/products/mirage-1"
"prod_figacc_extra_128","Jackson","Jackson Ultima Apex Supreme Figure Blade","jackson-ultima-apex-supreme-figure-blade","Accessories","Figure Blades","1","1","true","","false","Jackson Ultima official product page","https://jacksonultima.com/products/apex-dance-1"
"prod_figacc_extra_129","Edea","Edea Skate Spinner","edea-skate-spinner","Accessories","Skate Accessories","2","2","true","Black|White|Pink","true","Skates US product page","https://skatesus.com/product/edea-e-spinner-roller-figure-training-tool/"
"prod_figacc_extra_130","Edea","Edea Blade Covers","edea-blade-covers","Accessories","Skate Guards","3","3","true","Black|White|Pink","true","Skates US product page","https://skatesus.com/product/edea-soft-blade-covers/"
"prod_accessory_extra_131","Bauer","Bauer Core Senior Wheel Hockey Bag - 2024","bauer-core-backpack","Accessories","Bags","1","1","true","Black|Navy|Red","true","thehockeyshop.com product page","https://www.thehockeyshop.com/products/bauer-core-senior-wheel-hockey-bag-1"
"prod_accessory_extra_132","CCM","CCM Wheeled Backpack Bag","ccm-wheeled-backpack-bag","Accessories","Bags","2","2","true","Black|Navy|Red","true","The Hockey Shop product page","https://www.thehockeyshop.com/products/ccm-590-backpack-senior-wheel-hockey-bag"
"prod_accessory_extra_133","Warrior","Warrior Q10 Carry Bag","warrior-q10-carry-bag","Accessories","Bags","2","2","true","Black|Navy|Red","true","The Hockey Shop product page","https://www.thehockeyshop.com/products/warrior-a10-carry-hockey-bag"
"prod_accessory_extra_134","Bauer","Bauer Blade Protector - Black","bauer-premium-skate-guards","Accessories","Skate Accessories","2","2","true","Black|Navy|Red","true","The Hockey Shop product page","https://www.thehockeyshop.com/products/bauer-blade-protector-black"
"prod_accessory_extra_135","CCM","CCM Team Stick Bag","ccm-team-stick-bag","Accessories","Stick Bags","1","1","true","Black|Navy|Red","true","The Hockey Shop product page","https://www.thehockeyshop.com/products/ccm-team-wheeled-hockey-stick-bag"
"prod_apparel_extra_136","Bauer","Bauer Core Senior Shortsleeve Shirt Navy","bauer-core-short-sleeve-tee-adult","Apparel","Shirts","2","2","true","Black|Grey|Navy","true","thehockeyshop.com product page","https://www.thehockeyshop.com/products/bauer-core-senior-shortsleeve-shirt-navy"
"prod_apparel_extra_137","CCM","CCM Premium Full Zip Tech Fleece Senior Hoody 2023","ccm-locker-room-full-zip-hoodie-adult","Apparel","Hoodies","2","2","true","Black|Grey|Navy","true","thehockeyshop.com product page","https://www.thehockeyshop.com/products/ccm-premium-full-zip-tech-fleece-senior-hoody"
"prod_apparel_extra_138","Warrior","Under Armour Hockey Warm Up Senior Jacket","warrior-team-warmup-jacket-adult","Apparel","Jackets","2","2","true","Black|Grey|Navy","true","thehockeyshop.com product page","https://www.thehockeyshop.com/products/under-armour-hockey-warm-up-senior-jacket"
"prod_apparel_extra_139","Bauer","BAUER Team Knit Beanie","bauer-team-knit-beanie","Apparel","Hats","2","2","true","Black|Grey|Navy","true","The Hockey Shop product page","https://www.thehockeyshop.com/products/bauer-new-era-team-knit-toque"
"prod_apparel_extra_140","CCM","S24 Bauer Team Knit Short Senior","ccm-training-short-adult","Apparel","Shorts","2","2","true","Black|Grey|Navy","true","thehockeyshop.com product page","https://www.thehockeyshop.com/products/bauer-s24-team-knit-short-senior"
"prod_services_015","Penguin Services","Precision Skate Profiling Service","precision-skate-profiling-service","Skate Services","Profiling","2","2","true","","false","Penguin Skate service proof-of-concept asset",""
"prod_services_141","Penguin Services","Performance Skate Sharpening Service","performance-skate-sharpening-service","Skate Services","Sharpening","1","1","true","","false","Penguin Skate service proof-of-concept asset",""
"prod_services_142","Penguin Services","Blade Mounting & Holder Alignment Service","blade-mounting-holder-alignment-service","Skate Services","Blade Mounting","1","1","true","","false","Penguin Skate service proof-of-concept asset",""
"prod_services_143","Penguin Services","Skate Heat Molding Service","skate-heat-molding-service","Skate Services","Heat Molding","1","1","true","","false","Penguin Skate service proof-of-concept asset",""
"prod_services_144","Penguin Services","Boot Punch & Fit Adjustment Service","boot-punch-fit-adjustment-service","Skate Services","Fit Adjustment","1","1","true","","false","Penguin Skate service proof-of-concept asset",""
"prod_services_145","Penguin Services","Rivet & Eyelet Repair Service","rivet-eyelet-repair-service","Skate Services","Repair","1","1","true","","false","Penguin Skate service proof-of-concept asset",""
"prod_services_146","Penguin Services","General Skate Repair Inspection","general-skate-repair-inspection","Skate Services","Repair","1","1","true","","false","Penguin Skate service proof-of-concept asset",""
